numero_experimento;dataset;estructura_de_datos;cantidad_tweets;tiempo_ejecucion_us
6;auspol2019;ClosedDoubleHashing_user_id;20000;5139
6;auspol2019;ClosedDoubleHashing_user_screen_name;20000;5108
6;auspol2019;STLUnorderedMap_user_id;20000;3837
6;auspol2019;STLUnorderedMap_user_screen_name;20000;4174
6;auspol2019;Chaining_user_id;30000;5479
6;auspol2019;Chaining_user_screen_name;30000;4942
6;auspol2019;ClosedLinear_user_id;30000;5065
6;auspol2019;ClosedLinear_user_screen_name;30000;4153
6;auspol2019;ClosedQuadratic_user_id;30000;4264
6;auspol2019;ClosedQuadratic_user_screen_name;30000;4118
6;auspol2019;ClosedDoubleHashing_user_id;30000;6724
6;auspol2019;ClosedDoubleHashing_user_screen_name;30000;6780
6;auspol2019;STLUnorderedMap_user_id;30000;5099
6;auspol2019;STLUnorderedMap_user_screen_name;30000;4837
6;auspol2019;Chaining_user_id;40000;6641
6;auspol2019;Chaining_user_screen_name;40000;6200
6;auspol2019;ClosedLinear_user_id;40000;5805
6;auspol2019;ClosedLinear_user_screen_name;40000;5555
6;auspol2019;ClosedQuadratic_user_id;40000;5940
6;auspol2019;ClosedQuadratic_user_screen_name;40000;5392
6;auspol2019;ClosedDoubleHashing_user_id;40000;9025
6;auspol2019;ClosedDoubleHashing_user_screen_name;40000;8729
6;auspol2019;STLUnorderedMap_user_id;40000;6738
6;auspol2019;STLUnorderedMap_user_screen_name;40000;6397
6;auspol2019;Chaining_user_id;50000;8568
6;auspol2019;Chaining_user_screen_name;50000;7915
6;auspol2019;ClosedLinear_user_id;50000;8102
6;auspol2019;ClosedLinear_user_screen_name;50000;7300
6;auspol2019;ClosedQuadratic_user_id;50000;7164
6;auspol2019;ClosedQuadratic_user_screen_name;50000;6889
6;auspol2019;ClosedDoubleHashing_user_id;50000;11123
6;auspol2019;ClosedDoubleHashing_user_screen_name;50000;11385
6;auspol2019;STLUnorderedMap_user_id;50000;7960
6;auspol2019;STLUnorderedMap_user_screen_name;50000;7859
6;auspol2019;Chaining_user_id;60000;10697
6;auspol2019;Chaining_user_screen_name;60000;10645
6;auspol2019;ClosedLinear_user_id;60000;9189
6;auspol2019;ClosedLinear_user_screen_name;60000;9108
6;auspol2019;ClosedQuadratic_user_id;60000;9110
6;auspol2019;ClosedQuadratic_user_screen_name;60000;8425
6;auspol2019;ClosedDoubleHashing_user_id;60000;13685
6;auspol2019;ClosedDoubleHashing_user_screen_name;60000;13602
6;auspol2019;STLUnorderedMap_user_id;60000;9560
6;auspol2019;STLUnorderedMap_user_screen_name;60000;8957
6;auspol2019;Chaining_user_id;70000;11818
6;auspol2019;Chaining_user_screen_name;70000;12619
6;auspol2019;ClosedLinear_user_id;70000;11072
6;auspol2019;ClosedLinear_user_screen_name;70000;10077
6;auspol2019;ClosedQuadratic_user_id;70000;10252
6;auspol2019;ClosedQuadratic_user_screen_name;70000;10785
6;auspol2019;ClosedDoubleHashing_user_id;70000;16040
6;auspol2019;ClosedDoubleHashing_user_screen_name;70000;15606
6;auspol2019;STLUnorderedMap_user_id;70000;11887
6;auspol2019;STLUnorderedMap_user_screen_name;70000;10820
6;auspol2019;Chaining_user_id;80000;13101
6;auspol2019;Chaining_user_screen_name;80000;12920
6;auspol2019;ClosedLinear_user_id;80000;11415
6;auspol2019;ClosedLinear_user_screen_name;80000;10908
6;auspol2019;ClosedQuadratic_user_id;80000;10923
6;auspol2019;ClosedQuadratic_user_screen_name;80000;11415
6;auspol2019;ClosedDoubleHashing_user_id;80000;17989
6;auspol2019;ClosedDoubleHashing_user_screen_name;80000;18082
6;auspol2019;STLUnorderedMap_user_id;80000;12002
6;auspol2019;STLUnorderedMap_user_screen_name;80000;11490
6;auspol2019;Chaining_user_id;90000;14564
6;auspol2019;Chaining_user_screen_name;90000;14068
6;auspol2019;ClosedLinear_user_id;90000;14035
6;auspol2019;ClosedLinear_user_screen_name;90000;16410
6;auspol2019;ClosedQuadratic_user_id;90000;15047
6;auspol2019;ClosedQuadratic_user_screen_name;90000;12678
6;auspol2019;ClosedDoubleHashing_user_id;90000;20872
6;auspol2019;ClosedDoubleHashing_user_screen_name;90000;22046
6;auspol2019;STLUnorderedMap_user_id;90000;13349
6;auspol2019;STLUnorderedMap_user_screen_name;90000;12881
6;auspol2019;Chaining_user_id;100000;15845
6;auspol2019;Chaining_user_screen_name;100000;14906
6;auspol2019;ClosedLinear_user_id;100000;14736
6;auspol2019;ClosedLinear_user_screen_name;100000;14090
6;auspol2019;ClosedQuadratic_user_id;100000;13339
6;auspol2019;ClosedQuadratic_user_screen_name;100000;13941
6;auspol2019;ClosedDoubleHashing_user_id;100000;22514
6;auspol2019;ClosedDoubleHashing_user_screen_name;100000;22271
6;auspol2019;STLUnorderedMap_user_id;100000;15412
6;auspol2019;STLUnorderedMap_user_screen_name;100000;14249
6;auspol2019;Chaining_user_id;110000;17547
6;auspol2019;Chaining_user_screen_name;110000;17290
6;auspol2019;ClosedLinear_user_id;110000;15341
6;auspol2019;ClosedLinear_user_screen_name;110000;14947
6;auspol2019;ClosedQuadratic_user_id;110000;15536
6;auspol2019;ClosedQuadratic_user_screen_name;110000;14869
6;auspol2019;ClosedDoubleHashing_user_id;110000;23883
6;auspol2019;ClosedDoubleHashing_user_screen_name;110000;25493
6;auspol2019;STLUnorderedMap_user_id;110000;16109
6;auspol2019;STLUnorderedMap_user_screen_name;110000;14984
6;auspol2019;Chaining_user_id;120000;18757
6;auspol2019;Chaining_user_screen_name;120000;17998
6;auspol2019;ClosedLinear_user_id;120000;16346
6;auspol2019;ClosedLinear_user_screen_name;120000;15953
6;auspol2019;ClosedQuadratic_user_id;120000;16224
6;auspol2019;ClosedQuadratic_user_screen_name;120000;16195
6;auspol2019;ClosedDoubleHashing_user_id;120000;26312
6;auspol2019;ClosedDoubleHashing_user_screen_name;120000;33029
6;auspol2019;STLUnorderedMap_user_id;120000;25134
6;auspol2019;STLUnorderedMap_user_screen_name;120000;18460
6;auspol2019;Chaining_user_id;130000;26124
6;auspol2019;Chaining_user_screen_name;130000;26260
6;auspol2019;ClosedLinear_user_id;130000;21583
6;auspol2019;ClosedLinear_user_screen_name;130000;20276
6;auspol2019;ClosedQuadratic_user_id;130000;24805
6;auspol2019;ClosedQuadratic_user_screen_name;130000;21322
6;auspol2019;ClosedDoubleHashing_user_id;130000;31241
6;auspol2019;ClosedDoubleHashing_user_screen_name;130000;33277
6;auspol2019;STLUnorderedMap_user_id;130000;21342
6;auspol2019;STLUnorderedMap_user_screen_name;130000;17956
6;auspol2019;Chaining_user_id;140000;21784
6;auspol2019;Chaining_user_screen_name;140000;20468
6;auspol2019;ClosedLinear_user_id;140000;19346
6;auspol2019;ClosedLinear_user_screen_name;140000;19881
6;auspol2019;ClosedQuadratic_user_id;140000;18965
6;auspol2019;ClosedQuadratic_user_screen_name;140000;19442
6;auspol2019;ClosedDoubleHashing_user_id;140000;30983
6;auspol2019;ClosedDoubleHashing_user_screen_name;140000;34010
6;auspol2019;STLUnorderedMap_user_id;140000;19653
6;auspol2019;STLUnorderedMap_user_screen_name;140000;18294
6;auspol2019;Chaining_user_id;150000;23885
6;auspol2019;Chaining_user_screen_name;150000;32230
6;auspol2019;ClosedLinear_user_id;150000;24074
6;auspol2019;ClosedLinear_user_screen_name;150000;22116
6;auspol2019;ClosedQuadratic_user_id;150000;22052
6;auspol2019;ClosedQuadratic_user_screen_name;150000;22345
6;auspol2019;ClosedDoubleHashing_user_id;150000;36749
6;auspol2019;ClosedDoubleHashing_user_screen_name;150000;36411
6;auspol2019;STLUnorderedMap_user_id;150000;21307
6;auspol2019;STLUnorderedMap_user_screen_name;150000;20977
6;auspol2019;Chaining_user_id;160000;25848
6;auspol2019;Chaining_user_screen_name;160000;24516
6;auspol2019;ClosedLinear_user_id;160000;22005
6;auspol2019;ClosedLinear_user_screen_name;160000;21204
6;auspol2019;ClosedQuadratic_user_id;160000;21270
6;auspol2019;ClosedQuadratic_user_screen_name;160000;21294
6;auspol2019;ClosedDoubleHashing_user_id;160000;34612
6;auspol2019;ClosedDoubleHashing_user_screen_name;160000;36428
6;auspol2019;STLUnorderedMap_user_id;160000;26082
6;auspol2019;STLUnorderedMap_user_screen_name;160000;22888
6;auspol2019;Chaining_user_id;170000;29049
6;auspol2019;Chaining_user_screen_name;170000;27083
6;auspol2019;ClosedLinear_user_id;170000;23574
6;auspol2019;ClosedLinear_user_screen_name;170000;24428
6;auspol2019;ClosedQuadratic_user_id;170000;22837
6;auspol2019;ClosedQuadratic_user_screen_name;170000;22703
6;auspol2019;ClosedDoubleHashing_user_id;170000;37293
6;auspol2019;ClosedDoubleHashing_user_screen_name;170000;37671
6;auspol2019;STLUnorderedMap_user_id;170000;24273
6;auspol2019;STLUnorderedMap_user_screen_name;170000;23290
6;auspol2019;Chaining_user_id;180000;28445
6;auspol2019;Chaining_user_screen_name;180000;27600
6;auspol2019;ClosedLinear_user_id;180000;26423
6;auspol2019;ClosedLinear_user_screen_name;180000;24288
6;auspol2019;ClosedQuadratic_user_id;180000;25468
6;auspol2019;ClosedQuadratic_user_screen_name;180000;24070
6;auspol2019;ClosedDoubleHashing_user_id;180000;40486785
6;auspol2019;ClosedDoubleHashing_user_screen_name;180000;39592
6;auspol2019;STLUnorderedMap_user_id;180000;25608
6;auspol2019;STLUnorderedMap_user_screen_name;180000;26177
7;auspol2019;Chaining_user_id;10000;1871
7;auspol2019;Chaining_user_screen_name;10000;2188
7;auspol2019;ClosedLinear_user_id;10000;1640
7;auspol2019;ClosedLinear_user_screen_name;10000;1757
7;auspol2019;ClosedQuadratic_user_id;10000;1604
7;auspol2019;ClosedQuadratic_user_screen_name;10000;1439
7;auspol2019;ClosedDoubleHashing_user_id;10000;2306
7;auspol2019;ClosedDoubleHashing_user_screen_name;10000;2200
7;auspol2019;STLUnorderedMap_user_id;10000;1854
7;auspol2019;STLUnorderedMap_user_screen_name;10000;1659
7;auspol2019;Chaining_user_id;20000;3547
7;auspol2019;Chaining_user_screen_name;20000;3577
7;auspol2019;ClosedLinear_user_id;20000;3120
7;auspol2019;ClosedLinear_user_screen_name;20000;3205
7;auspol2019;ClosedQuadratic_user_id;20000;2979
7;auspol2019;ClosedQuadratic_user_screen_name;20000;2755
7;auspol2019;ClosedDoubleHashing_user_id;20000;4653
7;auspol2019;ClosedDoubleHashing_user_screen_name;20000;4357
7;auspol2019;STLUnorderedMap_user_id;20000;3603
7;auspol2019;STLUnorderedMap_user_screen_name;20000;3331
7;auspol2019;Chaining_user_id;30000;5216
7;auspol2019;Chaining_user_screen_name;30000;4790
7;auspol2019;ClosedLinear_user_id;30000;4534
7;auspol2019;ClosedLinear_user_screen_name;30000;4100
7;auspol2019;ClosedQuadratic_user_id;30000;-40457629
7;auspol2019;ClosedQuadratic_user_screen_name;30000;6388
7;auspol2019;ClosedDoubleHashing_user_id;30000;8817
7;auspol2019;ClosedDoubleHashing_user_screen_name;30000;8430
7;auspol2019;STLUnorderedMap_user_id;30000;5187
7;auspol2019;STLUnorderedMap_user_screen_name;30000;5040
7;auspol2019;Chaining_user_id;40000;6890
7;auspol2019;Chaining_user_screen_name;40000;6817
7;auspol2019;ClosedLinear_user_id;40000;6009
7;auspol2019;ClosedLinear_user_screen_name;40000;5663
7;auspol2019;ClosedQuadratic_user_id;40000;5556
7;auspol2019;ClosedQuadratic_user_screen_name;40000;7457
7;auspol2019;ClosedDoubleHashing_user_id;40000;9401
7;auspol2019;ClosedDoubleHashing_user_screen_name;40000;9438
7;auspol2019;STLUnorderedMap_user_id;40000;7185
7;auspol2019;STLUnorderedMap_user_screen_name;40000;6753
7;auspol2019;Chaining_user_id;50000;9585
7;auspol2019;Chaining_user_screen_name;50000;8566
7;auspol2019;ClosedLinear_user_id;50000;8949
7;auspol2019;ClosedLinear_user_screen_name;50000;9547
7;auspol2019;ClosedQuadratic_user_id;50000;7756
7;auspol2019;ClosedQuadratic_user_screen_name;50000;9439
7;auspol2019;ClosedDoubleHashing_user_id;50000;11461
7;auspol2019;ClosedDoubleHashing_user_screen_name;50000;11076
7;auspol2019;STLUnorderedMap_user_id;50000;8178
7;auspol2019;STLUnorderedMap_user_screen_name;50000;7613
7;auspol2019;Chaining_user_id;60000;10302
7;auspol2019;Chaining_user_screen_name;60000;9648
7;auspol2019;ClosedLinear_user_id;60000;9026
7;auspol2019;ClosedLinear_user_screen_name;60000;9129
7;auspol2019;ClosedQuadratic_user_id;60000;9873
7;auspol2019;ClosedQuadratic_user_screen_name;60000;8596
7;auspol2019;ClosedDoubleHashing_user_id;60000;13808
7;auspol2019;ClosedDoubleHashing_user_screen_name;60000;13754
7;auspol2019;STLUnorderedMap_user_id;60000;9759
7;auspol2019;STLUnorderedMap_user_screen_name;60000;9266
7;auspol2019;Chaining_user_id;70000;12028
7;auspol2019;Chaining_user_screen_name;70000;11127
7;auspol2019;ClosedLinear_user_id;70000;10789
7;auspol2019;ClosedLinear_user_screen_name;70000;11559
7;auspol2019;ClosedQuadratic_user_id;70000;11485
7;auspol2019;ClosedQuadratic_user_screen_name;70000;10922
7;auspol2019;ClosedDoubleHashing_user_id;70000;16695
7;auspol2019;ClosedDoubleHashing_user_screen_name;70000;17098
7;auspol2019;STLUnorderedMap_user_id;70000;12131
7;auspol2019;STLUnorderedMap_user_screen_name;70000;12091
7;auspol2019;Chaining_user_id;80000;16664
7;auspol2019;Chaining_user_screen_name;80000;14358
7;auspol2019;ClosedLinear_user_id;80000;12882
7;auspol2019;ClosedLinear_user_screen_name;80000;11543
7;auspol2019;ClosedQuadratic_user_id;80000;11816
7;auspol2019;ClosedQuadratic_user_screen_name;80000;11289
7;auspol2019;ClosedDoubleHashing_user_id;80000;17675
7;auspol2019;ClosedDoubleHashing_user_screen_name;80000;18412
7;auspol2019;STLUnorderedMap_user_id;80000;12383
7;auspol2019;STLUnorderedMap_user_screen_name;80000;13458
7;auspol2019;Chaining_user_id;90000;16307
7;auspol2019;Chaining_user_screen_name;90000;14538
7;auspol2019;ClosedLinear_user_id;90000;12524
7;auspol2019;ClosedLinear_user_screen_name;90000;12258
7;auspol2019;ClosedQuadratic_user_id;90000;12237
7;auspol2019;ClosedQuadratic_user_screen_name;90000;12287
7;auspol2019;ClosedDoubleHashing_user_id;90000;19969
7;auspol2019;ClosedDoubleHashing_user_screen_name;90000;19709
7;auspol2019;STLUnorderedMap_user_id;90000;13184
7;auspol2019;STLUnorderedMap_user_screen_name;90000;12716
7;auspol2019;Chaining_user_id;100000;16453
7;auspol2019;Chaining_user_screen_name;100000;15486
7;auspol2019;ClosedLinear_user_id;100000;13979
7;auspol2019;ClosedLinear_user_screen_name;100000;13417
7;auspol2019;ClosedQuadratic_user_id;100000;14295
7;auspol2019;ClosedQuadratic_user_screen_name;100000;14056
7;auspol2019;ClosedDoubleHashing_user_id;100000;22298
7;auspol2019;ClosedDoubleHashing_user_screen_name;100000;22881
7;auspol2019;STLUnorderedMap_user_id;100000;16037
7;auspol2019;STLUnorderedMap_user_screen_name;100000;14470
7;auspol2019;Chaining_user_id;110000;18364
7;auspol2019;Chaining_user_screen_name;110000;17327
7;auspol2019;ClosedLinear_user_id;110000;15840
7;auspol2019;ClosedLinear_user_screen_name;110000;15242
7;auspol2019;ClosedQuadratic_user_id;110000;15102
7;auspol2019;ClosedQuadratic_user_screen_name;110000;14653
7;auspol2019;ClosedDoubleHashing_user_id;110000;24306
7;auspol2019;ClosedDoubleHashing_user_screen_name;110000;24226
7;auspol2019;STLUnorderedMap_user_id;110000;15625
7;auspol2019;STLUnorderedMap_user_screen_name;110000;15186
7;auspol2019;Chaining_user_id;120000;18794
7;auspol2019;Chaining_user_screen_name;120000;17620
7;auspol2019;ClosedLinear_user_id;120000;20955
7;auspol2019;ClosedLinear_user_screen_name;120000;21377
7;auspol2019;ClosedQuadratic_user_id;120000;16936
7;auspol2019;ClosedQuadratic_user_screen_name;120000;16119
7;auspol2019;ClosedDoubleHashing_user_id;120000;26269
7;auspol2019;ClosedDoubleHashing_user_screen_name;120000;26094
7;auspol2019;STLUnorderedMap_user_id;120000;16827
7;auspol2019;STLUnorderedMap_user_screen_name;120000;17836
7;auspol2019;Chaining_user_id;130000;22920
7;auspol2019;Chaining_user_screen_name;130000;19504
7;auspol2019;ClosedLinear_user_id;130000;20332
7;auspol2019;ClosedLinear_user_screen_name;130000;17951
7;auspol2019;ClosedQuadratic_user_id;130000;17583
7;auspol2019;ClosedQuadratic_user_screen_name;130000;17442
7;auspol2019;ClosedDoubleHashing_user_id;130000;27965
7;auspol2019;ClosedDoubleHashing_user_screen_name;130000;27825
7;auspol2019;STLUnorderedMap_user_id;130000;17863
7;auspol2019;STLUnorderedMap_user_screen_name;130000;17087
7;auspol2019;Chaining_user_id;140000;21905
7;auspol2019;Chaining_user_screen_name;140000;20636
7;auspol2019;ClosedLinear_user_id;140000;19061
7;auspol2019;ClosedLinear_user_screen_name;140000;18245
7;auspol2019;ClosedQuadratic_user_id;140000;18504
7;auspol2019;ClosedQuadratic_user_screen_name;140000;18261
7;auspol2019;ClosedDoubleHashing_user_id;140000;31119
7;auspol2019;ClosedDoubleHashing_user_screen_name;140000;31938
7;auspol2019;STLUnorderedMap_user_id;140000;21822
7;auspol2019;STLUnorderedMap_user_screen_name;140000;22999
7;auspol2019;Chaining_user_id;150000;25655
7;auspol2019;Chaining_user_screen_name;150000;23945
7;auspol2019;ClosedLinear_user_id;150000;21156
7;auspol2019;ClosedLinear_user_screen_name;150000;20043
7;auspol2019;ClosedQuadratic_user_id;150000;19918
7;auspol2019;ClosedQuadratic_user_screen_name;150000;19727
7;auspol2019;ClosedDoubleHashing_user_id;150000;33647
7;auspol2019;ClosedDoubleHashing_user_screen_name;150000;32005
7;auspol2019;STLUnorderedMap_user_id;150000;20456
7;auspol2019;STLUnorderedMap_user_screen_name;150000;21774
7;auspol2019;Chaining_user_id;160000;25443
7;auspol2019;Chaining_user_screen_name;160000;23898
7;auspol2019;ClosedLinear_user_id;160000;21761
7;auspol2019;ClosedLinear_user_screen_name;160000;21383
7;auspol2019;ClosedQuadratic_user_id;160000;21555
7;auspol2019;ClosedQuadratic_user_screen_name;160000;22945
7;auspol2019;ClosedDoubleHashing_user_id;160000;36622
7;auspol2019;ClosedDoubleHashing_user_screen_name;160000;35604
7;auspol2019;STLUnorderedMap_user_id;160000;22604
7;auspol2019;STLUnorderedMap_user_screen_name;160000;22422
7;auspol2019;Chaining_user_id;170000;27219
7;auspol2019;Chaining_user_screen_name;170000;25284
7;auspol2019;ClosedLinear_user_id;170000;23052
7;auspol2019;ClosedLinear_user_screen_name;170000;22380
7;auspol2019;ClosedQuadratic_user_id;170000;23165
7;auspol2019;ClosedQuadratic_user_screen_name;170000;22561
7;auspol2019;ClosedDoubleHashing_user_id;170000;37008
7;auspol2019;ClosedDoubleHashing_user_screen_name;170000;37250
7;auspol2019;STLUnorderedMap_user_id;170000;24819
7;auspol2019;STLUnorderedMap_user_screen_name;170000;23809
7;auspol2019;Chaining_user_id;180000;29093
7;auspol2019;Chaining_user_screen_name;180000;29713
7;auspol2019;ClosedLinear_user_id;180000;29651
7;auspol2019;ClosedLinear_user_screen_name;180000;25835
7;auspol2019;ClosedQuadratic_user_id;180000;25380
7;auspol2019;ClosedQuadratic_user_screen_name;180000;24422
7;auspol2019;ClosedDoubleHashing_user_id;180000;42086
7;auspol2019;ClosedDoubleHashing_user_screen_name;180000;40500
7;auspol2019;STLUnorderedMap_user_id;180000;26167
7;auspol2019;STLUnorderedMap_user_screen_name;180000;29046
8;auspol2019;Chaining_user_id;10000;2034
8;auspol2019;Chaining_user_screen_name;10000;2235
8;auspol2019;ClosedLinear_user_id;10000;2208
8;auspol2019;ClosedLinear_user_screen_name;10000;1738
8;auspol2019;ClosedQuadratic_user_id;10000;1952
8;auspol2019;ClosedQuadratic_user_screen_name;10000;1930
8;auspol2019;ClosedDoubleHashing_user_id;10000;2650
8;auspol2019;ClosedDoubleHashing_user_screen_name;10000;2711
8;auspol2019;STLUnorderedMap_user_id;10000;1879
8;auspol2019;STLUnorderedMap_user_screen_name;10000;1811
8;auspol2019;Chaining_user_id;20000;4059
8;auspol2019;Chaining_user_screen_name;20000;3366
8;auspol2019;ClosedLinear_user_id;20000;3376
8;auspol2019;ClosedLinear_user_screen_name;20000;2783
8;auspol2019;ClosedQuadratic_user_id;20000;2935
8;auspol2019;ClosedQuadratic_user_screen_name;20000;2732
8;auspol2019;ClosedDoubleHashing_user_id;20000;4604
8;auspol2019;ClosedDoubleHashing_user_screen_name;20000;4405
8;auspol2019;STLUnorderedMap_user_id;20000;3578
8;auspol2019;STLUnorderedMap_user_screen_name;20000;3341
8;auspol2019;Chaining_user_id;30000;5307
8;auspol2019;Chaining_user_screen_name;30000;4870
8;auspol2019;ClosedLinear_user_id;30000;5340
8;auspol2019;ClosedLinear_user_screen_name;30000;4784
8;auspol2019;ClosedQuadratic_user_id;30000;4379
8;auspol2019;ClosedQuadratic_user_screen_name;30000;4167
8;auspol2019;ClosedDoubleHashing_user_id;30000;7147
8;auspol2019;ClosedDoubleHashing_user_screen_name;30000;7335
8;auspol2019;STLUnorderedMap_user_id;30000;5573
8;auspol2019;STLUnorderedMap_user_screen_name;30000;6547
8;auspol2019;Chaining_user_id;40000;11019
8;auspol2019;Chaining_user_screen_name;40000;8813
8;auspol2019;ClosedLinear_user_id;40000;8185
8;auspol2019;ClosedLinear_user_screen_name;40000;7252
8;auspol2019;ClosedQuadratic_user_id;40000;6471
8;auspol2019;ClosedQuadratic_user_screen_name;40000;6302
8;auspol2019;ClosedDoubleHashing_user_id;40000;10358
8;auspol2019;ClosedDoubleHashing_user_screen_name;40000;10007
8;auspol2019;STLUnorderedMap_user_id;40000;7265
8;auspol2019;STLUnorderedMap_user_screen_name;40000;6896
8;auspol2019;Chaining_user_id;50000;9404
8;auspol2019;Chaining_user_screen_name;50000;8943
8;auspol2019;ClosedLinear_user_id;50000;8226
8;auspol2019;ClosedLinear_user_screen_name;50000;8015
8;auspol2019;ClosedQuadratic_user_id;50000;8689
8;auspol2019;ClosedQuadratic_user_screen_name;50000;8313
8;auspol2019;ClosedDoubleHashing_user_id;50000;13234
8;auspol2019;ClosedDoubleHashing_user_screen_name;50000;11616
8;auspol2019;STLUnorderedMap_user_id;50000;8720
8;auspol2019;STLUnorderedMap_user_screen_name;50000;7780
8;auspol2019;Chaining_user_id;60000;9960
8;auspol2019;Chaining_user_screen_name;60000;9460
8;auspol2019;ClosedLinear_user_id;60000;9364
8;auspol2019;ClosedLinear_user_screen_name;60000;8633
8;auspol2019;ClosedQuadratic_user_id;60000;8424
8;auspol2019;ClosedQuadratic_user_screen_name;60000;8307
8;auspol2019;ClosedDoubleHashing_user_id;60000;14150
8;auspol2019;ClosedDoubleHashing_user_screen_name;60000;14268
8;auspol2019;STLUnorderedMap_user_id;60000;9610
8;auspol2019;STLUnorderedMap_user_screen_name;60000;11092
8;auspol2019;Chaining_user_id;70000;13304
8;auspol2019;Chaining_user_screen_name;70000;10875
8;auspol2019;ClosedLinear_user_id;70000;11222
8;auspol2019;ClosedLinear_user_screen_name;70000;10804
8;auspol2019;ClosedQuadratic_user_id;70000;9712
8;auspol2019;ClosedQuadratic_user_screen_name;70000;11434
8;auspol2019;ClosedDoubleHashing_user_id;70000;17521
8;auspol2019;ClosedDoubleHashing_user_screen_name;70000;15702
8;auspol2019;STLUnorderedMap_user_id;70000;11696
8;auspol2019;STLUnorderedMap_user_screen_name;70000;10405
8;auspol2019;Chaining_user_id;80000;14498
8;auspol2019;Chaining_user_screen_name;80000;12315
8;auspol2019;ClosedLinear_user_id;80000;11247
8;auspol2019;ClosedLinear_user_screen_name;80000;10963
8;auspol2019;ClosedQuadratic_user_id;80000;11440
8;auspol2019;ClosedQuadratic_user_screen_name;80000;11118
8;auspol2019;ClosedDoubleHashing_user_id;80000;17792
8;auspol2019;ClosedDoubleHashing_user_screen_name;80000;18970
8;auspol2019;STLUnorderedMap_user_id;80000;12162
8;auspol2019;STLUnorderedMap_user_screen_name;80000;11521
8;auspol2019;Chaining_user_id;90000;15860
8;auspol2019;Chaining_user_screen_name;90000;16058
8;auspol2019;ClosedLinear_user_id;90000;14915
8;auspol2019;ClosedLinear_user_screen_name;90000;16032
8;auspol2019;ClosedQuadratic_user_id;90000;40480438
8;auspol2019;ClosedQuadratic_user_screen_name;90000;15360
8;auspol2019;ClosedDoubleHashing_user_id;90000;22943
8;auspol2019;ClosedDoubleHashing_user_screen_name;90000;25484
8;auspol2019;STLUnorderedMap_user_id;90000;18293
8;auspol2019;STLUnorderedMap_user_screen_name;90000;16687
8;auspol2019;Chaining_user_id;100000;18091
8;auspol2019;Chaining_user_screen_name;100000;16701
8;auspol2019;ClosedLinear_user_id;100000;14831
8;auspol2019;ClosedLinear_user_screen_name;100000;13966
8;auspol2019;ClosedQuadratic_user_id;100000;14871
8;auspol2019;ClosedQuadratic_user_screen_name;100000;13786
8;auspol2019;ClosedDoubleHashing_user_id;100000;28378
8;auspol2019;ClosedDoubleHashing_user_screen_name;100000;22333
8;auspol2019;STLUnorderedMap_user_id;100000;15055
8;auspol2019;STLUnorderedMap_user_screen_name;100000;14060
8;auspol2019;Chaining_user_id;110000;17468
8;auspol2019;Chaining_user_screen_name;110000;16416
8;auspol2019;ClosedLinear_user_id;110000;16100
8;auspol2019;ClosedLinear_user_screen_name;110000;-40509139
8;auspol2019;ClosedQuadratic_user_id;110000;19148
8;auspol2019;ClosedQuadratic_user_screen_name;110000;18116
8;auspol2019;ClosedDoubleHashing_user_id;110000;27199
8;auspol2019;ClosedDoubleHashing_user_screen_name;110000;24208
8;auspol2019;STLUnorderedMap_user_id;110000;15574
8;auspol2019;STLUnorderedMap_user_screen_name;110000;17072
8;auspol2019;Chaining_user_id;120000;22026
8;auspol2019;Chaining_user_screen_name;120000;18893
8;auspol2019;ClosedLinear_user_id;120000;18697
8;auspol2019;ClosedLinear_user_screen_name;120000;15887
8;auspol2019;ClosedQuadratic_user_id;120000;16423
8;auspol2019;ClosedQuadratic_user_screen_name;120000;17040
8;auspol2019;ClosedDoubleHashing_user_id;120000;27505
8;auspol2019;ClosedDoubleHashing_user_screen_name;120000;26865
8;auspol2019;STLUnorderedMap_user_id;120000;17012
8;auspol2019;STLUnorderedMap_user_screen_name;120000;16299
8;auspol2019;Chaining_user_id;130000;21964
8;auspol2019;Chaining_user_screen_name;130000;21331
8;auspol2019;ClosedLinear_user_id;130000;18367
8;auspol2019;ClosedLinear_user_screen_name;130000;17129
8;auspol2019;ClosedQuadratic_user_id;130000;18253
8;auspol2019;ClosedQuadratic_user_screen_name;130000;17521
8;auspol2019;ClosedDoubleHashing_user_id;130000;28462
8;auspol2019;ClosedDoubleHashing_user_screen_name;130000;27962
8;auspol2019;STLUnorderedMap_user_id;130000;18283
8;auspol2019;STLUnorderedMap_user_screen_name;130000;17701
8;auspol2019;Chaining_user_id;140000;21870
8;auspol2019;Chaining_user_screen_name;140000;20769
8;auspol2019;ClosedLinear_user_id;140000;20717
8;auspol2019;ClosedLinear_user_screen_name;140000;18284
8;auspol2019;ClosedQuadratic_user_id;140000;18313
8;auspol2019;ClosedQuadratic_user_screen_name;140000;18457
8;auspol2019;ClosedDoubleHashing_user_id;140000;31134
8;auspol2019;ClosedDoubleHashing_user_screen_name;140000;30409
8;auspol2019;STLUnorderedMap_user_id;140000;19211
8;auspol2019;STLUnorderedMap_user_screen_name;140000;18421
8;auspol2019;Chaining_user_id;150000;23829
8;auspol2019;Chaining_user_screen_name;150000;22663
8;auspol2019;ClosedLinear_user_id;150000;20285
8;auspol2019;ClosedLinear_user_screen_name;150000;20056
8;auspol2019;ClosedQuadratic_user_id;150000;20748
